,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AVGO,CSCO,ADBE,JPM,V,MA,PG,KO,PEP,JNJ,WMT,DIS,PFE,SAN.MC,BBVA.MC,TEF.MC,ITX.MC,REP.MC,IBE.MC,CABK.MC,SAB.MC,ACS.MC,FER.MC,NFLX,INTC,AMD,QCOM,TXN,HON,AMGN,SBUX,MDLZ,GILD,NKE,ORCL,IBM,GE,CAT,GS,MS,AXP,BAC,C
FER.MC,0.01819452668459404,0.018103851274191937,0.018914721338669713,0.01232554311581307,0.018684965396430935,0.02399769172410317,0.03179589191688809,0.025185117421982296,0.018221441874127824,0.01730663042636866,0.030956786085156094,0.026890889175513303,0.02915968178090673,0.010203559203739927,0.018579475295916,0.014228686635939002,0.010460030453631605,0.005663332237179643,0.025916678108129435,0.012522405629912319,0.04451252634557777,0.044813340711717845,0.025430027297138315,0.03694199762986003,0.035638863153206385,0.02480750331685209,0.0326969287072489,0.04562946345241345,0.05082105728923489,0.0644288548663854,0.010029167482924862,0.02224694013456396,0.02302624542200253,0.02287753205668169,0.018945976799083324,0.02600843442162242,0.011131681645479554,0.02492963897854077,0.01550285873408094,0.006011913240194523,0.02402221635203328,0.01579449904414872,0.01833992286924171,0.03505182377299553,0.025243468134282274,0.031303861107563224,0.033962691435367405,0.04341455689058998,0.03240208149333025,0.038295383258469866
NFLX,0.059882379488364376,0.06025245156551612,0.06017182976716305,0.07930328653453395,0.09047258066068588,0.10543275279116908,0.09991413698138939,0.06435826695697093,0.030981871985145317,0.07811891296886485,0.0266437614897819,0.03603319985092797,0.04087717048335382,0.015119642169416976,0.01126892642267679,0.018779608734882183,0.011207848947565558,0.02042106836943655,0.04784624137125076,0.01404408131988666,0.01615905337183215,0.015743465376726117,0.0048931746297946384,0.012824395571080009,0.007183827238824484,0.010263356117899395,0.007279509668665951,0.012033622913846355,0.008819349339721165,0.010029167482924862,0.19774276835235266,0.06052192268539143,0.09805089874115315,0.0681834033191018,0.049729689688176176,0.02433892839064859,0.021714288486438027,0.04070482379928343,0.0210624997225915,0.016976613404497097,0.04469320735722859,0.04050720823859861,0.01495855829550063,0.03463931129494651,0.025450859110727704,0.03490342838404936,0.035778727585705696,0.03197095803509802,0.029624130315198612,0.035979449764221946
INTC,0.06170908750418195,0.06269309926063438,0.05802820238193283,0.060416766609488415,0.0691882312331776,0.10388126464881012,0.08970695646928144,0.08643094895066064,0.05122075617431475,0.06727896317010111,0.052056236035547314,0.045786832802947444,0.05265566658523901,0.024340941796638392,0.02397121230971379,0.02970424188142839,0.020186581874946905,0.02332247530761095,0.04993509500512527,0.026865743242645422,0.036196001776163646,0.03253033538020953,0.022204708094415312,0.02307834095884654,0.029569869723122956,0.017664573698223586,0.022232420900453888,0.03189314391950342,0.029921593508337552,0.02224694013456396,0.06052192268539143,0.1707100229120686,0.09941018782862468,0.09175692223578098,0.07828105056636808,0.04546398778891654,0.03413492696235375,0.04594449690497839,0.027857793942785713,0.026349688869594944,0.04710816567116163,0.05098388296212865,0.04372296528990151,0.058617611791986664,0.04882896672431951,0.05724103411011733,0.06356179396436105,0.059596315634225565,0.05642344537547968,0.06534579151309504
AMD,0.08770687600040519,0.08804907299659895,0.08483793554877551,0.09519527119085927,0.10455233760617998,0.19325604809435656,0.13896573774645257,0.11724625787055451,0.056807370781368875,0.10183539998727748,0.047720699279479396,0.0584700295410302,0.06818986711219327,0.02241808009766838,0.020490856805266314,0.027869227980159623,0.01573989613961834,0.02393673662098392,0.05598656952733927,0.025239177152614912,0.031572880859342345,0.03371020102748528,0.014929373254333815,0.024265415197281447,0.017615131715059986,0.016716828083837128,0.02007463137437131,0.030590766294588914,0.022485871072062007,0.02302624542200253,0.09805089874115315,0.09941018782862468,0.26847328882246396,0.12166985387442589,0.09563865437989984,0.04475586273167425,0.03032423296778178,0.06648531565005668,0.03088073382995621,0.02245526167224996,0.06364463051488135,0.061864760297673495,0.04147193294873449,0.06079604571533268,0.05222179215588655,0.059472490906890475,0.0673086542067339,0.06291724673576708,0.055373374356340856,0.06601108121013682
QCOM,0.07309598741594683,0.06765269481929803,0.06589680453771027,0.06707538836419442,0.07787644719823936,0.13043447765883986,0.10565191233207553,0.10562446014438683,0.04614645326318287,0.0780930477242404,0.04845034515183591,0.04864572050222446,0.055666074392851685,0.021257928818447916,0.020910553734821365,0.026798077041778737,0.01535337628409089,0.018817227522735503,0.04990779573868099,0.01997831917107114,0.03185016288177023,0.02844358823703267,0.016568267467981037,0.023456555286269554,0.02559987255005775,0.015628244377939155,0.022548839965098957,0.03176592826209747,0.026261349886143107,0.02287753205668169,0.0681834033191018,0.09175692223578098,0.12166985387442589,0.1636099202034706,0.08424564741245459,0.04384962531106212,0.026045149739005426,0.05465670124400786,0.025982095018149798,0.01730228014356639,0.05391322852509083,0.04872849889675538,0.0361059275307506,0.05470211725675569,0.05128065769323765,0.058304924269409114,0.06349606460036243,0.06048788457310125,0.054498753066743164,0.06374048438781377
TXN,0.05711877715986427,0.05527207144906591,0.05207466698772042,0.050784101454439685,0.059733527490924795,0.09837860289165158,0.078395466458641,0.08181915252533827,0.04538528869377033,0.06158107275293003,0.04580688320668256,0.044523309333114415,0.04987671940511781,0.021437227459889373,0.022175436431609262,0.026750977077466383,0.019362987338435216,0.02026383766958825,0.0424611205955345,0.02257256607015551,0.03262888526076928,0.0317268751738202,0.017173257857691887,0.021386472081804782,0.02293917572020097,0.015527694030835634,0.021067261643406145,0.028172541504365125,0.02321074977753643,0.018945976799083324,0.049729689688176176,0.07828105056636808,0.09563865437989984,0.08424564741245459,0.09125090627543336,0.04074791866270588,0.0304169894363055,0.047632992865920355,0.02585291282451111,0.024129782066446472,0.04602531117100138,0.04258011790321926,0.037153791669565644,0.049626598172583455,0.04787070427004778,0.05153331208980939,0.05777710387527003,0.0531676430297548,0.0511712436148289,0.056338944157868595
HON,0.03759493282350052,0.03584424694164918,0.03618809501563956,0.02621029792617306,0.03929836481858969,0.04854929785233224,0.04297679046513578,0.04814672411744021,0.037332274177830596,0.036373889820351224,0.0525159644710466,0.04154653822909589,0.04723772988116756,0.02127876119145001,0.029261799596543424,0.025459840509631893,0.021063838923455105,0.014532663809140665,0.04537272965464351,0.02263534561473992,0.037751748439445065,0.03949446333010227,0.0194619946786899,0.024329001907105883,0.0343736711737478,0.016837512766615794,0.03028953333566132,0.04389500790092991,0.035283875290779,0.02600843442162242,0.02433892839064859,0.04546398778891654,0.04475586273167425,0.04384962531106212,0.04074791866270588,0.06486790168462685,0.024033479694568528,0.04147690615511535,0.0274133192474008,0.01702257736694968,0.04285196580251945,0.03332787758228225,0.03643879627726306,0.059501669195818715,0.04925332985445089,0.052350361610371085,0.057261192806687726,0.06203849888643975,0.05659813345709197,0.06229081197596967
AMGN,0.029057542470364992,0.02762368911505824,0.023884396024797482,0.021489430732472628,0.02513780850256872,0.032520981423325046,0.025591423840291987,0.028583408217214896,0.02749343265425425,0.029233658723624302,0.025424554528028734,0.024845753216170007,0.025701629422463804,0.021781909478278474,0.019693629589883917,0.02578391726869095,0.024316599302470186,0.017406577045323373,0.020182338167294506,0.026427370440240246,0.014515072034280308,0.013206554428060263,0.015143367979542325,0.011848661194682355,0.013635576908909729,0.012710201963812687,0.008232105990313071,0.014133545228138103,0.009610714285598537,0.011131681645479554,0.021714288486438027,0.03413492696235375,0.03032423296778178,0.026045149739005426,0.0304169894363055,0.024033479694568528,0.062234827439797795,0.024531534387290287,0.023108011992323096,0.02943061736654887,0.020827202783912546,0.02488159451255343,0.024699633544467373,0.02534744766439999,0.02634049454219551,0.026975250713006896,0.030193542784463283,0.027338348946048436,0.029016178159900284,0.030155187075659517
SBUX,0.04661390459752372,0.044987714852174704,0.04359141938119255,0.0395105045664386,0.05043751528001071,0.06714683686501847,0.06284311672073194,0.057143730699638295,0.03970340189746282,0.04993935435322983,0.04816915675271075,0.04675028421385484,0.05349437331428855,0.023467259478388666,0.028094724653613828,0.030520685401959118,0.018625751197509637,0.018210375740608558,0.05026294148790594,0.02200828885323728,0.030511071347133566,0.03051537011011042,0.01731846768157286,0.024295572586887717,0.02296864272770712,0.017094314062245132,0.022588911085754563,0.0313833470682352,0.024918646745267607,0.02492963897854077,0.04070482379928343,0.04594449690497839,0.06648531565005668,0.05465670124400786,0.047632992865920355,0.04147690615511535,0.024531534387290287,0.09841870571096703,0.03134579440618367,0.018897539534369578,0.05574373864954536,0.036634115316187404,0.033615577327171,0.04839226413657315,0.03766399811224936,0.0503225448146228,0.054917908912940704,0.05924131072856932,0.0526500804599052,0.058520400875985173
MDLZ,0.028768025491523307,0.029106751440175573,0.02503814109797933,0.01998096089470201,0.0273364899997051,0.02999515436919677,0.02865538054282956,0.0283775237022389,0.026533536542828078,0.028044909889455814,0.026941269885040524,0.0277425076170757,0.030884777798626632,0.028522492647308443,0.028745859765265516,0.032980551780805306,0.021347699589849414,0.02013435554387975,0.023849448418074674,0.02077484409839198,0.018905279071051117,0.01938871819199821,0.015489325337176453,0.014237760200051127,0.014962869562915312,0.01592106713418335,0.012718247734552428,0.020079129540565396,0.015899251925372313,0.01550285873408094,0.0210624997225915,0.027857793942785713,0.03088073382995621,0.025982095018149798,0.02585291282451111,0.0274133192474008,0.023108011992323096,0.03134579440618367,0.04336431227755777,0.019407724568979188,0.028678813612598303,0.023993775850053287,0.025087070869206366,0.02637192099894425,0.021816931030773923,0.026793759293668538,0.030823636084187957,0.03164430489351221,0.02947400842901393,0.03085052004034526
GILD,0.020884201879212656,0.020155784047311782,0.018894127211315555,0.016119956252725602,0.01828762326831799,0.018241184798348242,0.023767189464421645,0.019055357509591378,0.02360471840935195,0.021871723873993366,0.02059947572453102,0.01778411776236932,0.018835906717734947,0.018430239219770255,0.016747633051656247,0.02117992744897809,0.01946458632149065,0.014696079275631083,0.01490568651516742,0.024260049587120355,0.012139586973461802,0.010879890813310414,0.014446478745712636,0.007998809799075012,0.00926199371944758,0.011366040451586094,0.008852947075843377,0.010392293005696072,0.006212538421834429,0.006011913240194523,0.016976613404497097,0.026349688869594944,0.02245526167224996,0.01730228014356639,0.024129782066446472,0.01702257736694968,0.02943061736654887,0.018897539534369578,0.019407724568979188,0.06250216110350182,0.01891108898734575,0.018949290112209517,0.022017940656579034,0.018048647769766914,0.021890496448394706,0.0198597117495703,0.02309009172562052,0.020310173393186748,0.02453235869077322,0.023680936949827962
NKE,0.048862699473209974,0.04534505295886178,0.04515145024950602,0.044886932346642046,0.052655537113946146,0.06849753792016154,0.06022305672792071,0.05375406746466467,0.03859537675880511,0.048915845980202176,0.04426694977066183,0.045189689930206785,0.0507233278549193,0.02388369767818736,0.026802138616732363,0.025820130682027587,0.018730749560073867,0.01836163584090573,0.0490087050418369,0.020414965875213794,0.0325883154018061,0.03458014623037281,0.017830409616832785,0.02647222180177204,0.022868122406833693,0.016420526782223187,0.02474760831078056,0.03324387172897196,0.029251019315016773,0.02402221635203328,0.04469320735722859,0.04710816567116163,0.06364463051488135,0.05391322852509083,0.04602531117100138,0.04285196580251945,0.020827202783912546,0.05574373864954536,0.028678813612598303,0.01891108898734575,0.10665778150869834,0.033524685071671965,0.031086242986283857,0.05054731964096502,0.04129549379795471,0.04759320855261078,0.054370644264426164,0.054378161420563766,0.04871856530849841,0.05418055302664638
ORCL,0.043639424206153875,0.048872052523616864,0.04081189577515073,0.04071141299564097,0.04564155746254676,0.06994132554092408,0.04643857616630112,0.05380338355161982,0.04038676688070843,0.05401749829154542,0.03821528360256445,0.03668255551608101,0.04140494223447827,0.023913239348467383,0.020390584254936756,0.025512462449802813,0.01922791371796702,0.021575325642312734,0.034856630238354634,0.023578381914662914,0.023923874254718515,0.026387343517879927,0.015156322009848568,0.01843444752979523,0.020388818957308857,0.012546261703273505,0.019997351520978843,0.028555288616393747,0.02003770736047586,0.01579449904414872,0.04050720823859861,0.05098388296212865,0.061864760297673495,0.04872849889675538,0.04258011790321926,0.03332787758228225,0.02488159451255343,0.036634115316187404,0.023993775850053287,0.018949290112209517,0.033524685071671965,0.09228490526642023,0.035201120375059736,0.04426871324897475,0.035936286061245167,0.04085482366313624,0.0453074318090315,0.04375399801717794,0.042735388012011974,0.04455961349451354
IBM,0.03147642761973243,0.031105100878678307,0.028501628665278767,0.023805058046288324,0.02784989563987064,0.04071717945553574,0.02689564561464784,0.040648125139112014,0.03736808801516138,0.0319396901708316,0.043238232012726995,0.0343115443909628,0.037923252065973016,0.02273846136105006,0.026257526734058522,0.02562123985695452,0.021909197762049203,0.01682152050776373,0.033186327334676885,0.02493459683483499,0.033457132890999296,0.03293814803645456,0.022631336170043145,0.02250441453774222,0.031835575661263674,0.013680711452257814,0.027410137058687608,0.03324119352816025,0.02841988262423221,0.01833992286924171,0.01495855829550063,0.04372296528990151,0.04147193294873449,0.0361059275307506,0.037153791669565644,0.03643879627726306,0.024699633544467373,0.033615577327171,0.025087070869206366,0.022017940656579034,0.031086242986283857,0.035201120375059736,0.06513508363465229,0.04715793664165166,0.041766499437176564,0.042157623676065174,0.04769178263862598,0.04811387526704738,0.04794391237199614,0.0523993630379892
GE,0.04306302905329649,0.03931101386965799,0.04038183248780348,0.03592954097974026,0.04769311040221048,0.06913372824002714,0.061192552077816244,0.06227842516453975,0.04213334187330732,0.04127776132666005,0.06974087431720384,0.04849226071950052,0.05525564338164669,0.019313474897437767,0.03084003458700096,0.021962569066038162,0.019951307956473267,0.013324339497691975,0.05442212686859926,0.022586646282179202,0.06065174112622201,0.059623967414222594,0.030613135076734348,0.036001051464335014,0.05082626219346824,0.019184209064848422,0.050018449069479776,0.07176802279200395,0.05099940248234072,0.03505182377299553,0.03463931129494651,0.058617611791986664,0.06079604571533268,0.05470211725675569,0.049626598172583455,0.059501669195818715,0.02534744766439999,0.04839226413657315,0.02637192099894425,0.018048647769766914,0.05054731964096502,0.04426871324897475,0.04715793664165166,0.1529812101405379,0.06880494147402988,0.06906447044717715,0.07633133190770015,0.07960129709760377,0.07606023165082247,0.08595342521382165
CAT,0.03560352236913209,0.032236699189893706,0.0340585921575741,0.028570658901119043,0.03246410630068639,0.056927534444340205,0.04449643932548517,0.05172079677319992,0.03842986633423166,0.031995408130271824,0.05923152296738518,0.03893637647154427,0.04473781544871437,0.01593921211517945,0.024404943286445744,0.02044140729493109,0.01956287518730886,0.014382767603158538,0.04632181348173148,0.023272507181320876,0.049236562896198655,0.048022205619712814,0.024208847095645754,0.028224176573837897,0.04748930797998696,0.014388723232416785,0.040479792535231506,0.0539001448825725,0.039185843845935264,0.025243468134282274,0.025450859110727704,0.04882896672431951,0.05222179215588655,0.05128065769323765,0.04787070427004778,0.04925332985445089,0.02634049454219551,0.03766399811224936,0.021816931030773923,0.021890496448394706,0.04129549379795471,0.035936286061245167,0.041766499437176564,0.06880494147402988,0.09784725467160368,0.06205810811963886,0.0672971486396049,0.06491421676033776,0.06740114281721382,0.07156180361058262
GS,0.04462948442957214,0.04234654344745209,0.043445569909446424,0.03785511836769618,0.04648605583065021,0.06503906335362512,0.06561532748035169,0.05894308728944563,0.041458994034054196,0.04282755056094164,0.0776987786284319,0.047091731452464626,0.05267851659804829,0.019964979356575457,0.02730349313950809,0.02611680512600964,0.021294601026126497,0.016900650702048516,0.054849626269894286,0.023838564709109184,0.054412669867121226,0.05331478569086412,0.02864761127200849,0.030393681213292986,0.04201837505768754,0.02036405476180927,0.04804508062156557,0.0636310113183537,0.0428042086549822,0.031303861107563224,0.03490342838404936,0.05724103411011733,0.059472490906890475,0.058304924269409114,0.05153331208980939,0.052350361610371085,0.026975250713006896,0.0503225448146228,0.026793759293668538,0.0198597117495703,0.04759320855261078,0.04085482366313624,0.042157623676065174,0.06906447044717715,0.06205810811963886,0.09752661519710107,0.09017349837673351,0.07981934348106039,0.0865924540793489,0.0937379649724411
MS,0.04976198715218072,0.048323986009459856,0.04746874466220411,0.0399002245506118,0.050603579313673167,0.07514565728475536,0.0689939612252692,0.06374924180687788,0.04757136497001781,0.04657674845368762,0.08168392048521608,0.053362080116921846,0.05955261817555994,0.02333029210151965,0.030608205895190935,0.029543705691951822,0.02427209247436858,0.01900948936264165,0.06025607993042711,0.02757676767121669,0.06086093746573277,0.05934328118965783,0.03211741903001789,0.034335165142095114,0.045974283524792846,0.02283788895149436,0.05088099274786899,0.06808908947140202,0.04723964252945419,0.033962691435367405,0.035778727585705696,0.06356179396436105,0.0673086542067339,0.06349606460036243,0.05777710387527003,0.057261192806687726,0.030193542784463283,0.054917908912940704,0.030823636084187957,0.02309009172562052,0.054370644264426164,0.0453074318090315,0.04769178263862598,0.07633133190770015,0.0672971486396049,0.09017349837673351,0.11137016690959568,0.0866725712852761,0.09220458551905635,0.09889518503198261
AXP,0.04798443079650904,0.04740313414329387,0.04902131668738581,0.03922227882810843,0.05179524820900292,0.0686845074101079,0.07161065528607469,0.06426524761523768,0.04641367542450062,0.04777682541324153,0.08170137034634467,0.06322807839834191,0.07065412260600108,0.022666090182188098,0.03556648862417549,0.029048388159442908,0.02346448342768178,0.016615778395884375,0.06744460658552477,0.02625975456632226,0.0634412411496321,0.06536836704817249,0.03444339553861491,0.03977441022989459,0.05113248684403692,0.02320261235131973,0.05223660395213491,0.07539898539221992,0.05268009220691285,0.04341455689058998,0.03197095803509802,0.059596315634225565,0.06291724673576708,0.06048788457310125,0.0531676430297548,0.06203849888643975,0.027338348946048436,0.05924131072856932,0.03164430489351221,0.020310173393186748,0.054378161420563766,0.04375399801717794,0.04811387526704738,0.07960129709760377,0.06491421676033776,0.07981934348106039,0.0866725712852761,0.12279236306687945,0.08962094484736885,0.09626526920217886
BAC,0.042684082477311494,0.04094700529272774,0.04235194839352109,0.033248028060421354,0.044216861299938515,0.05723247841143114,0.06058428458904434,0.05363373420263876,0.04585503758939979,0.03946038679852794,0.08991573429648352,0.051087362984029265,0.05561232864223569,0.023542489756283255,0.03200374432632519,0.028318443068489407,0.024230713418393314,0.018200749469466954,0.05981031667319455,0.027149279279844705,0.06442513808470718,0.06417918387961924,0.03510311947210322,0.03354252358025614,0.0489911088419455,0.02036470301338766,0.05636550609870523,0.07680942363944185,0.04525650499396572,0.03240208149333025,0.029624130315198612,0.05642344537547968,0.055373374356340856,0.054498753066743164,0.0511712436148289,0.05659813345709197,0.029016178159900284,0.0526500804599052,0.02947400842901393,0.02453235869077322,0.04871856530849841,0.042735388012011974,0.04794391237199614,0.07606023165082247,0.06740114281721382,0.0865924540793489,0.09220458551905635,0.08962094484736885,0.11178754790022805,0.10699964359728946
C,0.048309522390069755,0.04580513161540808,0.048423992776086534,0.037500838075444215,0.051521805044537704,0.06781170881152834,0.07294224023138818,0.06535902954004934,0.04894524886793586,0.04654111520921312,0.09451730336468203,0.056452595356513445,0.06180263995876423,0.023280897116718144,0.033894218185010365,0.028961992924638257,0.02363590649086193,0.016508500211518114,0.06685904638191631,0.02865542752418237,0.06949635955010712,0.07077658568733818,0.03619371105050492,0.0386805596812802,0.056256754691398216,0.02196113853640959,0.062000029077785526,0.08277787185720048,0.05406619406795804,0.038295383258469866,0.035979449764221946,0.06534579151309504,0.06601108121013682,0.06374048438781377,0.056338944157868595,0.06229081197596967,0.030155187075659517,0.058520400875985173,0.03085052004034526,0.023680936949827962,0.05418055302664638,0.04455961349451354,0.0523993630379892,0.08595342521382165,0.07156180361058262,0.0937379649724411,0.09889518503198261,0.09626526920217886,0.10699964359728946,0.13475249497801287
