Date,AAPL,MSFT,AMZN,GOOGL,META,NVDA,TSLA,BRK-B,JPM,JNJ,V,PG,UNH,HD,MA,DIS,ADBE,CRM,NFLX,PFE,KO,PEP,CSCO,XOM,WMT
2019-01-03,-0.10492419626228704,-0.03748154360061105,-0.025565528700364833,-0.028086363981754767,-0.029468738508539767,-0.062319109577407536,-0.03197758919474004,-0.05649729874220522,-0.01431377748822713,-0.016017809287926937,-0.036701940864791185,-0.0070361046523856035,-0.027648819585954335,-0.022287068374233523,-0.04616390755131864,-0.024525074024589772,-0.04029895595791059,-0.03873417210859063,0.013139040709225528,-0.028376094227795606,-0.00619918948214518,-0.009377555524601112,-0.037045802491330555,-0.015472756272350032,-0.00515540025886233
2019-01-04,0.04180325070856641,0.045460089881116716,0.04885111342984534,0.050021198733831616,0.046061050385038396,0.062098951265888144,0.0560942725927254,0.018301670322048737,0.03620225124581272,0.016644041694236774,0.042178738780360034,0.02020492618337161,0.011627249740081962,0.0292808858568532,0.04626920596186716,0.03038110281665303,0.047486825586546086,0.05635755412514424,0.09279290338902808,0.022578747145095807,0.019743859284271525,0.02029903613582512,0.044060123439928656,0.03620632729971875,0.006226451076452642
2019-01-07,-0.002228160298745469,0.0012745308413970645,0.03377651087852466,-0.001996190417456607,0.0007244626007576009,0.05158677979267336,0.05293512263076508,0.008722131809976011,0.0006946879911070531,-0.006435509373959389,0.01787175442600169,-0.004008337643282003,0.00191784350453284,0.019506485747760958,0.007664566088863425,0.008629768490223622,0.01348134189295312,0.030410944309099616,0.058001943989859694,0.0053347654685728255,-0.013119063519866365,-0.008636123026720417,0.006733220200016307,0.005186608638692105,0.011703567753562351
2019-01-08,0.01888361290700377,0.007224413743565146,0.016475884077589695,0.008744783002433084,0.031936762706282415,-0.02521059914293185,0.001163599158188828,-0.003051760171505278,-0.001887194256527547,0.022961173625928175,0.00542356594979242,0.0036838108890399905,0.013281926283830622,0.004789873568651466,0.007255370299371231,0.007748569325353995,0.014807380838462728,0.0243120216242695,0.015512968986712613,0.00461602056075097,0.011225204143061362,0.009540548002762966,0.00806776767878434,0.007244354398704292,0.006956752029292638
2019-01-09,0.01683929501130783,0.014198334903610665,0.0017128868892680703,-0.0034332828685967685,0.011856772993698056,0.019476134422316573,0.009437947481978803,0.0003055799133121525,-0.0016919222217568993,-0.007957489076121569,0.01170072050337895,-0.016465955824783454,0.0014374063944798668,0.010290204421664444,0.017987970940537973,0.011156290624788163,0.01174951068198068,0.0018511866693506605,-0.0009684063353650574,-0.002074693042080005,-0.019351863260410513,-0.028341273585587783,-0.005524988702986473,0.005261241105272521,-0.0032616882953645826
2019-01-10,0.003191024622974233,-0.006446536747382178,-0.0019302905505940288,-0.002610438759462235,-0.00020826038829937357,0.018415323837586033,0.018844716086450743,0.0010688725562658483,-9.964672650692445e-05,0.006031723038824864,0.0018768884770351394,0.0024157961154084857,0.005035911113312836,-0.0037347188967114444,0.006009236848332444,0.001153193733312819,0.009890239586297837,0.007166412334713927,0.014582471621224093,-0.0240525046247183,0.010679232248989139,0.006121251538704599,-0.0018480672943831315,-0.005122206907137417,0.0007374709988992688
2019-01-11,-0.009866806453993996,-0.007751798156228587,-0.00950021578853727,-0.01340013212488204,-0.0027774284735095347,0.02448619013632253,0.006616379981298151,-0.0014763591070957398,-0.0047926173517381975,0.000308397796734404,-0.0044086602144636,0.006559849499982617,0.011369864718610323,0.001952844519518875,-0.005345707260605255,-0.0013307748260169773,-0.0009256973534601225,0.003462364096349232,0.039053639319742484,0.013381922301648636,0.005719804082429766,9.248134177931314e-05,0.005764787927996175,-0.00459087856124172,-0.0012643006898542016
2019-01-14,-0.015151100509093355,-0.0073224338888657065,-0.014335246209543026,-0.012249953010059138,0.01099613952297352,0.010759291685044584,-0.03773593288316512,-0.0026015497477312687,0.01025619250593099,-0.011394182730027395,-0.006977776477718566,-0.00677935538146711,0.001573157526132659,-0.0033501448938188572,-0.002401943665190597,-0.0020437140941675963,-0.01266673218989658,-0.010217901918391762,-0.013869852914337679,-0.011964745267133472,-0.004021297172738408,-0.007796451227358642,-0.006459499609410857,-0.0012556905684714616,0.0011591821122478008
2019-01-15,0.020260022231274766,0.028592679689542277,0.034848007027612496,0.03274360824719218,0.02419083515675424,-0.0037958035846236754,0.029553003459965428,0.005907552618148128,0.007304356042314517,0.008384015384459983,0.0017485756843071208,0.009391092658496348,0.03489939343530431,-0.013172433970388017,0.005561863532902039,-0.0058881593728147144,0.03271281830532013,0.021271680567302515,0.06314095516053211,0.008460550118008971,0.008867983478534984,0.015441081078051222,0.01857250842460561,0.0005586090720362775,0.013598395936832224
2019-01-16,0.012142752480250004,0.0035171726368387855,0.005490895184266011,0.002757310206911313,-0.009511222808371694,-0.006896480249395388,0.00469238793745434,0.007436489047304246,0.008032224365628775,-0.010256633360403184,0.0,-0.00698018550607684,0.01771130996763834,0.0032243752510834594,0.006340670470602792,-0.007634602845256876,-0.00169314596900385,-0.004366583449176784,-0.009206494215891063,-0.01461643129960722,-0.013758556120891892,-0.005981777934749736,-0.0013636525351872503,-0.00041907597626678083,0.0010385533848451267
2019-01-17,0.00592022325156784,0.006997680946556876,0.005590776836741111,0.008781829366504254,0.005137763100091312,0.019164805795642854,0.003634463829550445,0.001863064135222936,0.004089028203610545,0.00816715590323748,-0.0004368281250203684,-0.00014344858308425643,-0.006484633468096883,-0.01233284752751937,0.007756410652137064,0.000901223936698844,0.010075121697819673,0.00858046612780995,0.005109446657729998,0.008513167912204354,0.002979726515820387,0.008089718012287004,0.005670636354974399,0.006816550379805624,0.00403943208432744
2019-01-18,0.0061403577327983645,0.014871905955240168,0.0017583478423892555,0.007414759192116959,0.01166449794891577,0.03376309989672814,-0.13893012374879618,0.028271470896012875,0.016096178024446555,0.012318140358130277,0.008847739960727333,0.008568692614737647,0.021818244585213007,0.026578108493656785,0.013406423471080927,0.00027018752139369246,0.012644760715250142,0.017795487268454355,-0.04071111803885694,0.001411775588539834,0.011619417201039539,0.007752478759320679,0.01837784301215526,0.01185272291409649,0.010181596176158674
